game_id,team_name,team_KD_win,team_KD_loss
164104,Team Liquid,,0.90
164106,BBL Esports,,0.83
164106,Gentle Mates,1.21,
164107,BBL Esports,,0.93
164107,Gentle Mates,1.07,
164109,FUT Esports,,0.95
164109,Karmine Corp,1.05,
164110,FUT Esports,1.37,
164110,Karmine Corp,,0.73
164111,FUT Esports,1.28,
164111,Karmine Corp,,0.78
164112,Team Heretics,,0.96
164112,Team Vitality,1.04,
164113,Team Heretics,1.07,
164113,Team Vitality,,0.93
164114,Team Heretics,,0.81
164114,Team Vitality,1.23,
164115,Natus Vincere,,0.86
164115,Team Liquid,1.16,
164116,Natus Vincere,1.05,
164116,Team Liquid,,0.95
164117,Natus Vincere,1.35,
164117,Team Liquid,,0.74
164118,BBL Esports,1.47,
164118,KOI,,0.68
164119,BBL Esports,1.45,
164119,KOI,,0.69
164121,FNATIC,1.45,
164121,GIANTX,,0.69
164122,FNATIC,,0.61
164122,GIANTX,1.63,
164123,FNATIC,1.49,
164123,GIANTX,,0.67
164124,Gentle Mates,,0.70
164124,Karmine Corp,1.44,
164125,Gentle Mates,,0.71
164125,Karmine Corp,1.41,
164127,FNATIC,1.50,
164127,Gentle Mates,,0.65
164128,FNATIC,1.78,
164128,Gentle Mates,,0.56
164130,Karmine Corp,1.19,
164130,Natus Vincere,,0.84
164131,Karmine Corp,,0.88
164131,Natus Vincere,1.13,
164132,Karmine Corp,,0.84
164132,Natus Vincere,1.19,
164133,BBL Esports,1.34,
164133,Team Heretics,,0.74
164134,BBL Esports,1.18,
164134,Team Heretics,,0.85
164136,FUT Esports,1.27,
164136,Team Vitality,,0.79
164137,FUT Esports,,0.90
164137,Team Vitality,1.11,
164138,FUT Esports,,0.83
164138,Team Vitality,1.20,
164139,GIANTX,1.02,
164139,Team Liquid,,0.98
164140,GIANTX,,0.82
164140,Team Liquid,1.22,
164141,GIANTX,,0.91
164141,Team Liquid,1.10,
164142,FNATIC,1.07,
164142,KOI,,0.94
164143,FNATIC,1.56,
164143,KOI,,0.64
164145,Team Heretics,1.97,
164145,Team Liquid,,0.51
164146,Team Heretics,1.29,
164146,Team Liquid,,0.78
164148,Gentle Mates,1.39,
164148,Team Vitality,,0.72
164149,Gentle Mates,1.33,
164149,Team Vitality,,0.74
164151,FNATIC,,0.78
164151,FUT Esports,1.27,
164152,FNATIC,,1.05
164152,FUT Esports,0.95,
164154,BBL Esports,,0.76
164154,Natus Vincere,1.31,
164155,BBL Esports,1.18,
164155,Natus Vincere,,0.85
164156,BBL Esports,1.05,
164156,Natus Vincere,,0.95
164157,GIANTX,1.06,
164157,Team Vitality,,0.95
164158,GIANTX,,0.68
164158,Team Vitality,1.45,
164159,GIANTX,,0.75
164159,Team Vitality,1.33,
164160,KOI,,0.77
164160,Karmine Corp,1.31,
164161,KOI,1.17,
164161,Karmine Corp,,0.86
164162,KOI,,0.88
164162,Karmine Corp,1.14,
164163,BBL Esports,,0.78
164163,GIANTX,1.29,
164164,BBL Esports,,0.91
164164,GIANTX,1.09,
164166,Karmine Corp,,0.98
164166,Team Heretics,1.02,
164167,Karmine Corp,1.79,
164167,Team Heretics,,0.54
164168,Karmine Corp,,0.83
164168,Team Heretics,1.20,
164169,KOI,1.67,
164169,Team Vitality,,0.60
164170,KOI,,0.87
164170,Team Vitality,1.15,
164171,KOI,1.73,
164171,Team Vitality,,0.58
164172,FNATIC,1.41,
164172,Natus Vincere,,0.69
164173,FNATIC,,0.96
164173,Natus Vincere,1.04,
164174,FNATIC,,0.59
164174,Natus Vincere,1.69,
164175,Gentle Mates,,0.76
164175,Team Liquid,1.32,
164176,Gentle Mates,,0.54
164176,Team Liquid,1.86,
164178,BBL Esports,,0.80
164178,FUT Esports,1.24,
164179,BBL Esports,,0.64
164179,FUT Esports,1.56,
167267,T1,1.21,
167267,Team Secret,,0.83
167268,T1,1.12,
167268,Team Secret,,0.89
167272,Paper Rex,1.18,
167272,Talon Esports,,0.85
167273,Gen.G,,0.87
167273,T1,1.15,
167274,Gen.G,1.34,
167274,T1,,0.74
167275,Gen.G,,0.93
167275,T1,1.07,
167276,DRX,,0.74
167276,Paper Rex,1.35,
167277,DRX,1.06,
167277,Paper Rex,,0.94
167278,DRX,,0.69
167278,Paper Rex,1.43,
167279,DRX,1.06,
167279,Gen.G,,0.94
167280,DRX,,0.89
167280,Gen.G,1.13,
167281,DRX,,0.81
167281,Gen.G,1.23,
167282,Paper Rex,1.52,
167282,T1,,0.66
167283,Paper Rex,1.47,
167283,T1,,0.68
167285,Gen.G,2.12,
167285,T1,,0.47
167286,Gen.G,0.97,
167286,T1,,1.03
167287,Gen.G,1.08,
167287,T1,,0.93
167290,Gen.G,1.11,
167290,Paper Rex,,0.90
167291,Gen.G,,0.90
167291,Paper Rex,1.11,
167292,Gen.G,,0.94
167292,Paper Rex,1.06,
167293,Gen.G,1.13,
167293,Paper Rex,,0.88
167294,Gen.G,,0.71
167294,Paper Rex,1.38,
168972,Cloud9,,0.82
168972,G2 Esports,1.22,
168973,Cloud9,,0.82
168973,G2 Esports,1.23,
168975,100 Thieves,1.21,
168975,LOUD,,0.83
168976,100 Thieves,1.78,
168976,LOUD,,0.56
168978,G2 Esports,1.42,
168978,KRÜ Esports,,0.71
168979,G2 Esports,1.29,
168979,KRÜ Esports,,0.77
168981,100 Thieves,1.52,
168981,LEVIATÁN,,0.66
168982,100 Thieves,,0.90
168982,LEVIATÁN,1.11,
168983,100 Thieves,1.19,
168983,LEVIATÁN,,0.84
168984,100 Thieves,1.65,
168984,G2 Esports,,0.61
168985,100 Thieves,,1.01
168985,G2 Esports,0.99,
168986,100 Thieves,1.04,
168986,G2 Esports,,0.96
168987,100 Thieves,1.03,
168987,G2 Esports,,0.98
168988,100 Thieves,1.47,
168988,G2 Esports,,0.68
168989,100 Thieves,1.21,
168989,G2 Esports,,0.83
168992,KRÜ Esports,1.28,
168992,LEVIATÁN,,0.78
168993,KRÜ Esports,,0.97
168993,LEVIATÁN,1.04,
168994,KRÜ Esports,,0.73
168994,LEVIATÁN,1.37,
168995,G2 Esports,,0.90
168995,LEVIATÁN,1.11,
168996,G2 Esports,1.06,
168996,LEVIATÁN,,0.94
168997,G2 Esports,,1.01
168997,LEVIATÁN,0.99,
168998,G2 Esports,1.04,
168998,LEVIATÁN,,0.96
168999,G2 Esports,0.93,
168999,LEVIATÁN,,1.07
169325,Paper Rex,,0.89
169325,Talon Esports,1.12,
169368,FNATIC,1.00,
169368,Team Liquid,,1.00
169369,Natus Vincere,,0.94
169369,Team Heretics,1.06,
169370,FNATIC,1.23,
169370,Karmine Corp,,0.81
169371,FUT Esports,,0.99
169371,Team Heretics,1.01,
169372,FNATIC,,0.97
169372,Team Heretics,1.03,
169373,FNATIC,,0.86
169373,Team Heretics,1.17,
169374,FUT Esports,1.51,
169374,Karmine Corp,,0.66
169375,FNATIC,,1.18
169375,FUT Esports,0.85,
169376,FNATIC,,1.03
169376,Team Liquid,0.97,
169377,FNATIC,1.25,
169377,Team Liquid,,0.80
169378,Natus Vincere,,0.91
169378,Team Heretics,1.10,
169380,FNATIC,1.26,
169380,Karmine Corp,,0.77
169382,FUT Esports,,0.91
169382,Team Heretics,1.10,
169384,FNATIC,,0.63
169384,Team Heretics,1.60,
169386,FNATIC,,0.94
169386,Team Heretics,1.07,
169387,FNATIC,1.26,
169387,Team Heretics,,0.79
169388,FNATIC,1.63,
169388,Team Heretics,,0.61
169389,FNATIC,1.32,
169389,Team Heretics,,0.76
169390,FUT Esports,1.05,
169390,Karmine Corp,,0.95
169392,FNATIC,1.33,
169392,FUT Esports,,0.75
169393,FNATIC,0.99,
169393,FUT Esports,,1.01
169394,FNATIC,1.08,
169394,FUT Esports,,0.92
173346,FUT Esports,1.29,
173346,KOI,,0.78
173347,FUT Esports,,0.87
173347,KOI,1.15,
173348,FUT Esports,1.20,
173348,KOI,,0.84
173349,BBL Esports,,0.89
173349,FNATIC,1.12,
173350,BBL Esports,1.11,
173350,FNATIC,,0.90
173351,BBL Esports,,0.89
173351,FNATIC,1.12,
173352,Natus Vincere,,0.61
173352,Team Heretics,1.64,
173353,Natus Vincere,,0.65
173353,Team Heretics,1.53,
173355,Team Liquid,,0.81
173355,Team Vitality,1.24,
173356,Team Liquid,,0.96
173356,Team Vitality,1.04,
173358,GIANTX,,0.45
173358,Gentle Mates,2.24,
173359,GIANTX,1.03,
173359,Gentle Mates,,0.97
173360,GIANTX,1.10,
173360,Gentle Mates,,0.91
173361,FUT Esports,0.91,
173361,Natus Vincere,,1.10
173362,FUT Esports,1.40,
173362,Natus Vincere,,0.72
173364,BBL Esports,,0.77
173364,Karmine Corp,1.30,
173365,BBL Esports,,0.67
173365,Karmine Corp,1.49,
173367,FNATIC,1.35,
173367,Team Vitality,,0.74
173368,FNATIC,,0.66
173368,Team Vitality,1.52,
173369,FNATIC,1.46,
173369,Team Vitality,,0.69
173370,FUT Esports,,0.93
173370,Team Heretics,1.07,
173371,FUT Esports,,0.71
173371,Team Heretics,1.41,
173373,BBL Esports,1.21,
173373,Team Liquid,,0.83
173374,BBL Esports,1.33,
173374,Team Liquid,,0.75
173376,GIANTX,1.35,
173376,Natus Vincere,,0.74
173377,GIANTX,1.19,
173377,Natus Vincere,,0.84
173379,Gentle Mates,1.07,
173379,KOI,,0.94
173380,Gentle Mates,0.99,
173380,KOI,,1.01
173382,FNATIC,1.61,
173382,Karmine Corp,,0.62
173383,FNATIC,1.17,
173383,Karmine Corp,,0.85
173385,GIANTX,,0.88
173385,Team Heretics,1.14,
173386,GIANTX,1.10,
173386,Team Heretics,,0.91
173387,GIANTX,,1.01
173387,Team Heretics,0.99,
173388,FUT Esports,1.22,
173388,Gentle Mates,,0.82
173389,FUT Esports,1.52,
173389,Gentle Mates,,0.66
173391,KOI,0.94,
173391,Natus Vincere,,1.06
173392,KOI,1.37,
173392,Natus Vincere,,0.73
173394,Karmine Corp,,0.86
173394,Team Liquid,1.16,
173395,Karmine Corp,,0.54
173395,Team Liquid,1.84,
173397,BBL Esports,,0.80
173397,Team Vitality,1.25,
173398,BBL Esports,1.23,
173398,Team Vitality,,0.81
173399,BBL Esports,,0.99
173399,Team Vitality,1.01,
173400,Gentle Mates,,0.77
173400,Team Heretics,1.29,
173401,Gentle Mates,1.06,
173401,Team Heretics,,0.94
173402,Gentle Mates,,0.64
173402,Team Heretics,1.57,
173403,FUT Esports,1.69,
173403,GIANTX,,0.59
173404,FUT Esports,1.25,
173404,GIANTX,,0.80
173406,KOI,1.23,
173406,Team Heretics,,0.82
173407,KOI,,0.92
173407,Team Heretics,1.07,
173408,KOI,,0.95
173408,Team Heretics,1.06,
173409,FNATIC,2.06,
173409,Team Liquid,,0.49
173410,FNATIC,1.29,
173410,Team Liquid,,0.78
173412,Gentle Mates,,0.92
173412,Natus Vincere,1.09,
173413,Gentle Mates,1.28,
173413,Natus Vincere,,0.78
173414,Gentle Mates,,0.89
173414,Natus Vincere,1.13,
173415,LEVIATÁN,1.01,
173415,MIBR,,0.99
173416,LEVIATÁN,1.34,
173416,MIBR,,0.74
173418,NRG Esports,,0.72
173418,Sentinels,1.38,
173419,NRG Esports,,0.80
173419,Sentinels,1.24,
173421,100 Thieves,,0.92
173421,FURIA,1.09,
173422,100 Thieves,,0.96
173422,FURIA,1.04,
173424,Evil Geniuses,,0.73
173424,LOUD,1.37,
173425,Evil Geniuses,1.18,
173425,LOUD,,0.85
173426,Evil Geniuses,0.90,
173426,LOUD,,1.12
173427,Cloud9,,0.96
173427,G2 Esports,1.04,
173428,Cloud9,1.25,
173428,G2 Esports,,0.80
173429,Cloud9,,0.82
173429,G2 Esports,1.21,
173430,Evil Geniuses,1.73,
173430,FURIA,,0.58
173431,Evil Geniuses,1.53,
173431,FURIA,,0.65
173433,KRÜ Esports,,0.91
173433,Sentinels,1.10,
173434,KRÜ Esports,,0.97
173434,Sentinels,1.03,
173436,LOUD,1.48,
173436,MIBR,,0.67
173437,LOUD,,0.84
173437,MIBR,1.18,
173438,LOUD,1.11,
173438,MIBR,,0.90
173439,100 Thieves,,0.85
173439,LEVIATÁN,1.18,
173440,100 Thieves,,0.69
173440,LEVIATÁN,1.46,
173442,G2 Esports,1.42,
173442,NRG Esports,,0.70
173443,G2 Esports,1.13,
173443,NRG Esports,,0.88
173445,Cloud9,,0.68
173445,Sentinels,1.48,
173446,Cloud9,,0.83
173446,Sentinels,1.16,
173448,Evil Geniuses,,0.53
173448,LEVIATÁN,1.88,
173449,Evil Geniuses,,0.91
173449,LEVIATÁN,1.10,
173451,FURIA,,0.89
173451,LOUD,1.13,
173452,FURIA,1.07,
173452,LOUD,,0.93
173453,FURIA,1.33,
173453,LOUD,,0.75
173454,100 Thieves,1.55,
173454,MIBR,,0.64
173455,100 Thieves,1.42,
173455,MIBR,,0.69
173457,KRÜ Esports,0.96,
173457,NRG Esports,,1.04
173458,KRÜ Esports,,0.80
173458,NRG Esports,1.25,
173459,KRÜ Esports,,0.84
173459,NRG Esports,1.17,
173460,G2 Esports,,0.59
173460,KRÜ Esports,1.69,
173461,G2 Esports,0.98,
173461,KRÜ Esports,,1.02
173462,G2 Esports,1.24,
173462,KRÜ Esports,,0.81
173463,LEVIATÁN,1.28,
173463,LOUD,,0.78
173464,LEVIATÁN,1.42,
173464,LOUD,,0.70
173466,FURIA,1.18,
173466,MIBR,,0.84
173467,FURIA,1.31,
173467,MIBR,,0.77
173469,Cloud9,,0.64
173469,NRG Esports,1.56,
173470,Cloud9,1.13,
173470,NRG Esports,,0.89
173471,Cloud9,0.99,
173471,NRG Esports,,1.01
173472,100 Thieves,1.12,
173472,Evil Geniuses,,0.90
173473,100 Thieves,,0.95
173473,Evil Geniuses,1.05,
173474,100 Thieves,1.35,
173474,Evil Geniuses,,0.74
173475,Cloud9,,0.64
173475,KRÜ Esports,1.57,
173476,Cloud9,,0.88
173476,KRÜ Esports,1.14,
173478,Evil Geniuses,,1.00
173478,MIBR,1.00,
173479,Evil Geniuses,,0.51
173479,MIBR,1.97,
173481,FURIA,,0.75
173481,LEVIATÁN,1.34,
173482,FURIA,,0.68
173482,LEVIATÁN,1.46,
173484,100 Thieves,2.56,
173484,LOUD,,0.39
173485,100 Thieves,,0.87
173485,LOUD,1.15,
173486,100 Thieves,,0.85
173486,LOUD,1.18,
173487,G2 Esports,1.56,
173487,Sentinels,,0.64
173488,G2 Esports,1.05,
173488,Sentinels,,0.95
173490,GIANTX,,0.59
173490,KOI,1.70,
173491,GIANTX,,0.68
173491,KOI,1.48,
173493,Karmine Corp,,0.71
173493,Team Vitality,1.41,
173494,Karmine Corp,1.18,
173494,Team Vitality,,0.85
173495,Karmine Corp,,0.98
173495,Team Vitality,1.02,
176169,Gen.G,1.27,
176169,Rex Regum Qeon,,0.79
176170,Gen.G,1.05,
176170,Rex Regum Qeon,,0.95
176172,Talon Esports,0.95,
176172,Team Secret,,1.04
176173,Talon Esports,1.05,
176173,Team Secret,,0.92
176175,Gen.G,1.19,
176175,Paper Rex,,0.84
176176,Gen.G,1.79,
176176,Paper Rex,,0.56
176178,DRX,1.03,
176178,Talon Esports,,0.97
176179,DRX,1.50,
176179,Talon Esports,,0.67
176181,DRX,,0.78
176181,Gen.G,1.28,
176182,DRX,1.17,
176182,Gen.G,,0.86
176183,DRX,,0.57
176183,Gen.G,1.74,
176184,DRX,1.16,
176184,Gen.G,,0.85
176185,DRX,,0.83
176185,Gen.G,1.21,
176186,DRX,,0.91
176186,Gen.G,1.10,
176187,DRX,,0.63
176187,Gen.G,1.60,
176189,Paper Rex,1.95,
176189,Talon Esports,,0.51
176190,Paper Rex,1.47,
176190,Talon Esports,,0.68
176192,DRX,,0.81
176192,Paper Rex,1.23,
176193,DRX,,0.80
176193,Paper Rex,1.24,
176194,DRX,1.11,
176194,Paper Rex,,0.89
176195,DRX,1.05,
176195,Paper Rex,,0.95
176196,DRX,1.21,
176196,Paper Rex,,0.83
178343,DRX,1.65,
178343,DetonatioN FocusMe,,0.61
178819,Cloud9,,0.79
178819,KRÜ Esports,1.24,
178820,Cloud9,1.01,
178820,KRÜ Esports,,0.99
178821,Cloud9,,0.66
178821,KRÜ Esports,1.52,
178822,100 Thieves,1.23,
178822,Sentinels,,0.82
178823,100 Thieves,1.02,
178823,Sentinels,,0.98
178825,KRÜ Esports,,0.48
178825,LEVIATÁN,2.09,
178826,KRÜ Esports,,0.50
178826,LEVIATÁN,2.00,
178828,100 Thieves,,0.66
178828,G2 Esports,1.49,
178829,100 Thieves,,0.88
178829,G2 Esports,1.13,
178831,G2 Esports,1.01,
178831,LEVIATÁN,,0.99
178832,G2 Esports,1.07,
178832,LEVIATÁN,,0.93
178834,G2 Esports,,0.76
178834,LEVIATÁN,1.32,
178835,G2 Esports,,0.88
178835,LEVIATÁN,1.13,
178836,G2 Esports,1.10,
178836,LEVIATÁN,,0.91
178837,G2 Esports,,0.46
178837,LEVIATÁN,2.17,
178839,100 Thieves,1.18,
178839,KRÜ Esports,,0.85
178840,100 Thieves,,0.88
178840,KRÜ Esports,1.13,
178841,100 Thieves,,1.01
178841,KRÜ Esports,0.99,
178842,KRÜ Esports,,0.49
178842,LEVIATÁN,2.03,
178843,KRÜ Esports,1.03,
178843,LEVIATÁN,,0.97
178844,KRÜ Esports,1.28,
178844,LEVIATÁN,,0.78
178845,KRÜ Esports,,0.82
178845,LEVIATÁN,1.18,
178846,KRÜ Esports,,0.80
178846,LEVIATÁN,1.24,
178847,Natus Vincere,1.10,
178847,Team Vitality,,0.91
178848,Natus Vincere,,0.61
178848,Team Vitality,1.65,
178849,Natus Vincere,,0.80
178849,Team Vitality,1.25,
178850,FNATIC,,0.81
178850,Karmine Corp,1.23,
178851,FNATIC,1.06,
178851,Karmine Corp,,0.94
178852,FNATIC,1.22,
178852,Karmine Corp,,0.82
178853,Team Heretics,1.06,
178853,Team Vitality,,0.94
178854,Team Heretics,,0.88
178854,Team Vitality,1.14,
178855,Team Heretics,,1.00
178855,Team Vitality,1.00,
178856,FNATIC,0.98,
178856,FUT Esports,,1.02
178857,FNATIC,1.46,
178857,FUT Esports,,0.69
178859,FNATIC,1.17,
178859,Team Vitality,,0.86
178860,FNATIC,1.26,
178860,Team Vitality,,0.79
178862,FNATIC,1.42,
178862,Team Vitality,,0.71
178863,FNATIC,,0.94
178863,Team Vitality,1.07,
178864,FNATIC,1.10,
178864,Team Vitality,,0.90
178865,FNATIC,1.73,
178865,Team Vitality,,0.56
178867,FUT Esports,,0.85
178867,Team Heretics,1.18,
178868,FUT Esports,,0.99
178868,Team Heretics,1.01,
178870,Team Heretics,1.27,
178870,Team Vitality,,0.79
178871,Team Heretics,,0.70
178871,Team Vitality,1.43,
178872,Team Heretics,,0.55
178872,Team Vitality,1.83,
178873,Team Heretics,,0.90
178873,Team Vitality,1.12,
180354,Bilibili Gaming,,0.95
180354,FNATIC,1.04,
180355,Bilibili Gaming,,0.62
180355,FNATIC,1.62,
180357,DRX,,0.52
180357,KRÜ Esports,1.92,
180358,DRX,1.28,
180358,KRÜ Esports,,0.78
180359,DRX,1.43,
180359,KRÜ Esports,,0.70
180360,DRX,1.11,
180360,FNATIC,,0.89
180361,DRX,1.17,
180361,FNATIC,,0.86
180363,Bilibili Gaming,,0.70
180363,KRÜ Esports,1.44,
180364,Bilibili Gaming,,0.65
180364,KRÜ Esports,1.54,
180366,FNATIC,,1.04
180366,KRÜ Esports,0.95,
180367,FNATIC,1.22,
180367,KRÜ Esports,,0.82
180368,FNATIC,1.23,
180368,KRÜ Esports,,0.81
180369,Gen.G,1.30,
180369,Sentinels,,0.77
180370,Gen.G,1.31,
180370,Sentinels,,0.75
180372,FunPlus Phoenix,,0.99
180372,Team Heretics,1.01,
180373,FunPlus Phoenix,1.08,
180373,Team Heretics,,0.92
180374,FunPlus Phoenix,,1.01
180374,Team Heretics,0.99,
180375,Gen.G,1.01,
180375,Team Heretics,,0.99
180376,Gen.G,,0.92
180376,Team Heretics,1.08,
180377,Gen.G,,0.90
180377,Team Heretics,1.11,
180378,FunPlus Phoenix,,0.84
180378,Sentinels,1.19,
180379,FunPlus Phoenix,,0.63
180379,Sentinels,1.58,
180381,Gen.G,,0.86
180381,Sentinels,1.16,
180382,Gen.G,,0.70
180382,Sentinels,1.43,
180384,LEVIATÁN,0.90,
180384,Talon Esports,,1.11
180385,LEVIATÁN,1.32,
180385,Talon Esports,,0.76
180387,Team Vitality,,0.85
180387,Trace Esports,1.17,
180388,Team Vitality,1.30,
180388,Trace Esports,,0.76
180389,Team Vitality,,0.73
180389,Trace Esports,1.34,
180390,LEVIATÁN,,0.91
180390,Trace Esports,1.10,
180391,LEVIATÁN,1.24,
180391,Trace Esports,,0.80
180392,LEVIATÁN,,0.74
180392,Trace Esports,1.36,
180393,Talon Esports,,0.74
180393,Team Vitality,1.35,
180394,Talon Esports,,0.84
180394,Team Vitality,1.19,
180396,LEVIATÁN,0.97,
180396,Team Vitality,,1.03
180397,LEVIATÁN,1.45,
180397,Team Vitality,,0.69
180399,EDward Gaming,1.04,
180399,FUT Esports,,0.96
180400,EDward Gaming,1.13,
180400,FUT Esports,,0.89
180402,G2 Esports,1.15,
180402,Paper Rex,,0.87
180403,G2 Esports,1.21,
180403,Paper Rex,,0.83
180405,EDward Gaming,1.31,
180405,G2 Esports,,0.77
180406,EDward Gaming,,0.97
180406,G2 Esports,1.03,
180407,EDward Gaming,,0.99
180407,G2 Esports,1.01,
180408,FUT Esports,,1.02
180408,Paper Rex,0.98,
180409,FUT Esports,,0.72
180409,Paper Rex,1.37,
180411,EDward Gaming,,0.76
180411,Paper Rex,1.31,
180412,EDward Gaming,1.29,
180412,Paper Rex,,0.77
180413,EDward Gaming,1.57,
180413,Paper Rex,,0.64
180414,DRX,,0.96
180414,Sentinels,1.04,
180415,DRX,,0.84
180415,Sentinels,1.19,
180417,EDward Gaming,1.33,
180417,Trace Esports,,0.75
180418,EDward Gaming,1.05,
180418,Trace Esports,,0.95
180420,G2 Esports,,0.97
180420,LEVIATÁN,1.03,
180421,G2 Esports,,0.63
180421,LEVIATÁN,1.48,
180423,FNATIC,,0.56
180423,Team Heretics,1.78,
180424,FNATIC,,1.06
180424,Team Heretics,0.88,
180426,EDward Gaming,,0.88
180426,Sentinels,1.13,
180427,EDward Gaming,0.97,
180427,Sentinels,,1.03
180428,EDward Gaming,1.24,
180428,Sentinels,,0.81
180429,LEVIATÁN,0.99,
180429,Team Heretics,,1.01
180430,LEVIATÁN,1.14,
180430,Team Heretics,,0.88
180432,EDward Gaming,,0.95
180432,LEVIATÁN,1.05,
180433,EDward Gaming,1.35,
180433,LEVIATÁN,,0.74
180435,EDward Gaming,,0.81
180435,Team Heretics,1.24,
180436,EDward Gaming,1.75,
180436,Team Heretics,,0.57
180437,EDward Gaming,1.21,
180437,Team Heretics,,0.82
180438,EDward Gaming,,0.95
180438,Team Heretics,1.06,
180439,EDward Gaming,1.33,
180439,Team Heretics,,0.72
180440,DRX,1.72,
180440,Trace Esports,,0.58
180441,DRX,1.13,
180441,Trace Esports,,0.88
180443,FNATIC,1.78,
180443,G2 Esports,,0.56
180444,FNATIC,1.24,
180444,G2 Esports,,0.81
180446,DRX,1.34,
180446,Team Heretics,,0.72
180447,DRX,,0.70
180447,Team Heretics,1.43,
180448,DRX,,0.83
180448,Team Heretics,1.21,
180449,FNATIC,,1.02
180449,Sentinels,0.98,
180450,FNATIC,1.35,
180450,Sentinels,,0.74
180451,FNATIC,,0.77
180451,Sentinels,1.30,
180452,Sentinels,1.41,
180452,Team Heretics,,0.71
180453,Sentinels,,0.81
180453,Team Heretics,1.23,
180454,Sentinels,,0.71
180454,Team Heretics,1.40,
180455,LEVIATÁN,,0.77
180455,Team Heretics,1.30,
180456,LEVIATÁN,,0.92
180456,Team Heretics,1.09,
180457,LEVIATÁN,1.21,
180457,Team Heretics,,0.82
180458,LEVIATÁN,,0.59
180458,Team Heretics,1.68,
182971,EDward Gaming,1.06,
182971,LEVIATÁN,,0.94